type;brick;family;classe;segment;FamilyId;OperationCode;OperationId
bob;Chapeaux/Casquettes/Bonnets;Accessoires Vestimentaires;Vêtements;Vêtements;10278262;JROBIN7;67115
body;"Sous–vêtements d’une Pièce ";Sous–vêtements;Vêtements;Vêtements;10340256;ETAM57;67392
bottes après-ski;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9069277;ANTISSHOES3;60553
chaussons;Chaussures d'Intérieur – Partiellement Ouvertes;Chaussures d'Intérieur;Chaussures;Chaussures;10022891;CAMPER34;65498
chaussures de marche;Sports spécifiques;Chaussures de Sport;Chaussures;Chaussures;9934530;SKECHERS9;64966
grenouillère;"Combinaisons/Bodies ";Vêtements d’une Pièce;Vêtements;Vêtements;10157829;DISNEY168;66294
legging;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10183909;BERSHKA34;66102
pantalon chino;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10031870;BBROTHERS15;65571
robe;"Robes/combinaisons ";Vêtements d’une Pièce;Vêtements;Vêtements;10258108;ADAGATTI7;66955
valise cabine;Bagages / Valises / Porte-Vêtements;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10342164;ALPINI1;67404
blouse;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10257873;ADAGATTI7;66955
"bottines ";Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9465856;AFERMANI3;62238
chaussons;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;8792020;ALUXE15;58416
culotte;"Culottes/Boxer/Caleçons ";Sous–vêtements;Vêtements;Vêtements;10340353;ETAM57;67392
gants;"Gants/Moufles ";Accessoires Vestimentaires;Vêtements;Vêtements;10002465;ISOTONER37;65406
mocassins;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9945057;ADELLACQUA3;64988
top;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10183579;BERSHKA34;66102
trousse;Trousses / Mallettes de Toilette;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10156162;KEUROSWAN19;64598
bottes de pluie;Bottes;Chaussures Polyvalentes;Chaussures;Chaussures;9617929;BONLY16;63263
chaussures montantes;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;10378886;ADIDAS67;67600
combinaison;"Robes/combinaisons ";Vêtements d’une Pièce;Vêtements;Vêtements;10065765;BANBAT3;65749
combishort;"Robes/combinaisons ";Vêtements d’une Pièce;Vêtements;Vêtements;10183126;BERSHKA34;66102
culotte de bain;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10278250;JROBIN7;67115
embauchoirs;Shoe Cleaning/Care Preparations;Accessoires à Chaussures;Chaussures;Chaussures;9037821;LADYSSECRET1;60364
sac de plage;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10156578;KEUROSWAN19;64598
sac shopping;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9844002;ARUIZ88;64429
soutien-gorge bandeau;"Soutiens–gorge/Guêpières/Corsets ";Sous–vêtements;Vêtements;Vêtements;9728227;VFAIR13;63844
t-shirt;Hauts de Nuit/Robes et Chemises de Nuit;Vêtements de Nuit;Vêtements;Vêtements;10156701;KEUROSWAN19;64598
"foulard ";"Écharpes/Cravates/Foulards ";Accessoires Vestimentaires;Vêtements;Vêtements;9872445;BORBONESE6;64578
manteau;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10183070;BERSHKA34;66102
mouchoir de poche;"Écharpes/Cravates/Foulards ";Accessoires Vestimentaires;Vêtements;Vêtements;10080372;FACONNABLE43;60705
pochette;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9963118;CRUCIANIC1;65133
pull;"Sweat-shirts/Pulls ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;9428195;VANS29;61939
sac bowling;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;6952807;CASTANER16;48820
bottines;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;8868939;ALEXANDER1;59367
chaussures montantes;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;10378885;ADIDAS67;67600
espadrilles;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9850738;ALDO13;64464
jean;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10183522;BERSHKA34;66102
pantalon 7/8;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10625379;BERSHKA35;68401
pantoufles;Chaussures d'Intérieur – Entièrement Fermées;Chaussures d'Intérieur;Chaussures;Chaussures;9666992;OKAIDI27;63570
sac à dos;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10078614;ACARDONE5;65809
sandales à talons;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;5285461;CASTANER13;39399
bermuda de bain;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10080443;FACONNABLE43;60705
bonnet de nuit;"Bonnets/Masques de Nuit ";Vêtements de Nuit;Vêtements;Vêtements;10129645;REPLAY59;66089
caleçon technique;"Vêtements de Sport – Vêtements pour le Bas du Corps ";Vêtements de Sport;Vêtements;Vêtements;10484061;FREDDY9;67999
"chaussures de golf ";Sports spécifiques;Chaussures de Sport;Chaussures;Chaussures;9934474;SKECHERS9;64966
jupe;Jupes;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10257980;ADAGATTI7;66955
legging 7/8;"Vêtements de Sport – Vêtements pour le Bas du Corps ";Vêtements de Sport;Vêtements;Vêtements;10484084;FREDDY9;67999
valise format weekend;Bagages / Valises / Porte-Vêtements;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9437919;ALUGGAGE4;61628
mocassins;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9945050;ADELLACQUA3;64988
mules;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;10378815;ADIDAS67;67600
nu-pieds;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9850486;ALDO13;64464
sac porté épaule;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9810239;COCCINELLE14;63471
sac rabat;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9963328;CRUCIANIC1;65133
soutien-gorge corbeille;Maillot de bain - Haut;Balnéaire;Vêtements;Vêtements;10262566;SLOGGI28;67005
blouson;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10031857;BBROTHERS15;65571
body;"Sous–vêtements d’une Pièce ";Sous–vêtements;Vêtements;Vêtements;10625754;BERSHKA35;68401
caleçon technique;"Vêtements de Sport – Vêtements pour le Bas du Corps ";Vêtements de Sport;Vêtements;Vêtements;10484042;FREDDY9;67999
chemise;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10031783;BBROTHERS15;65571
combinaison de natation;"Vêtements de Sport – Vêtements d’une Pièce ";Vêtements de Sport;Vêtements;Vêtements;10246482;LEGEA1;66871
jupe-short;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;9989915;BONOBO10;65335
pantoufles;Chaussures d'Intérieur – Partiellement Ouvertes;Chaussures d'Intérieur;Chaussures;Chaussures;9315643;INBLU4;61223
porte-clés;Porte Clés;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9872493;BORBONESE6;64578
robe;"Robes/combinaisons ";Vêtements d’une Pièce;Vêtements;Vêtements;10258107;ADAGATTI7;66955
soutien-gorge bandeau;Maillot de bain - Haut;Balnéaire;Vêtements;Vêtements;10626042;BERSHKA35;68401
trousse;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9872441;BORBONESE6;64578
babies;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9413256;AYNEOSENS9;61253
blouson;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10031827;BBROTHERS15;65571
blouson sans manches;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10314706;CHERVO21;67275
brassière;Maillot de bain - Haut;Balnéaire;Vêtements;Vêtements;10625820;BERSHKA35;68401
cravate;"Écharpes/Cravates/Foulards ";Accessoires Vestimentaires;Vêtements;Vêtements;10473134;AZZARO45;64721
jean 7/8;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;9989948;BONOBO10;65335
t-shirt;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10065946;BANBAT3;65749
t-shirt;Hauts de Nuit/Robes et Chemises de Nuit;Vêtements de Nuit;Vêtements;Vêtements;10156707;KEUROSWAN19;64598
jupe-short;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10251296;LOTTO20;66901
pantalon cargo;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10244972;MARVILLE8;66868
pull fin;"Sweat-shirts/Pulls ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10183957;BERSHKA34;66102
sac de voyage;Bagages / Valises / Porte-Vêtements;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10342112;ALPINI1;67404
sac de voyage;Bagages / Valises / Porte-Vêtements;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9437938;ALUGGAGE4;61628
sandales à talons;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9247707;AGUARDIANI13;61034
babies;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;10240134;ARCHE12;66841
blouson sans manches;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10314711;CHERVO21;67275
bottes;Bottes;Chaussures Polyvalentes;Chaussures;Chaussures;9247680;AGUARDIANI13;61034
casquette;"Vêtements de Sport – Coiffes ";Vêtements de Sport;Vêtements;Vêtements;10181675;SPARCO23;66464
chaussures bateau;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;10498550;ALDO14;68071
low-boots;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9247708;AGUARDIANI13;61034
t-shirt;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10183630;BERSHKA34;66102
sac bowling;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10753676;CPAZOLINI1;68687
sac ceinture;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10411971;VICTORINOX5;67592
sacoche;Sacs à Dos de Randonnée / Sacs à Dos / Sacs de Voyage;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10246602;LEGEA1;66871
slip de bain noué sur les côtés;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10626051;BERSHKA35;68401
soutien-gorge corbeille;Maillot de bain - Haut;Balnéaire;Vêtements;Vêtements;10262592;SLOGGI28;67005
sweat zippé;"Sweat-shirts/Pulls ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10410957;BIKKEMBERGS38;67701
body-string;"Sous–vêtements d’une Pièce ";Sous–vêtements;Vêtements;Vêtements;10016037;MAISONLEJABY11;65441
caban;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10183646;BERSHKA34;66102
chaussettes hautes;"Chaussettes ";Sous–vêtements;Vêtements;Vêtements;10378433;ADIDAS67;67600
embauchoirs;Shoe Cleaning/Care Preparations;Accessoires à Chaussures;Chaussures;Chaussures;9037803;LADYSSECRET1;60364
"foulard ";"Écharpes/Cravates/Foulards ";Accessoires Vestimentaires;Vêtements;Vêtements;10333432;BMOON39;67351
gants;"Gants/Moufles ";Accessoires Vestimentaires;Vêtements;Vêtements;10378901;ADIDAS67;67600
sac rabat;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9963322;CRUCIANIC1;65133
sarouel;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10697749;DEHA15;68551
set de 3 valises;Bagages / Valises / Porte-Vêtements;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;8195670;JONAK10;54260
slip de bain;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10626057;BERSHKA35;68401
legging 7/8;"Vêtements de Sport – Vêtements pour le Bas du Corps ";Vêtements de Sport;Vêtements;Vêtements;10484078;FREDDY9;67999
pantalon chino;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10031859;BBROTHERS15;65571
peep-toes;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9850697;ALDO13;64464
pull;"Sweat-shirts/Pulls ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10257863;ADAGATTI7;66955
richelieu;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9945045;ADELLACQUA3;64988
sac à dos;Sacs à Dos de Randonnée / Sacs à Dos / Sacs de Voyage;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9991704;ANTONYME4;65339
bottes;Bottes;Chaussures Polyvalentes;Chaussures;Chaussures;9592021;ALMAENPENA6;63070
caleçon long;"Culottes/Boxer/Caleçons ";Sous–vêtements;Vêtements;Vêtements;9906958;HAPPYSOCKS15;64798
cuissardes;Bottes;Chaussures Polyvalentes;Chaussures;Chaussures;9631682;LKELLY6;63364
derbies montantes;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9850734;ALDO13;64464
écharpe;"Écharpes/Cravates/Foulards ";Accessoires Vestimentaires;Vêtements;Vêtements;9548798;CHARLISE3;62749
peignoir;"Robes de Chambre ";Vêtements de Nuit;Vêtements;Vêtements;10340407;ETAM57;67392
sac fermoir;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10130382;ISATO2;66094
sandales;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;10437489;ABRILFLOWERS1;67561
sandales compensées;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;5302330;CASTANER13;39399
sous-pull;"Sweat-shirts/Pulls ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10258013;ADAGATTI7;66955
t-shirt;Vêtements de Sport - Top/T-shirt/polo/chemise;Vêtements de Sport;Vêtements;Vêtements;10484285;FREDDY9;67999
boots;Bottes;Chaussures Polyvalentes;Chaussures;Chaussures;10300605;AFERMANI4;67258
"bottines ";Bottes;Chaussures Polyvalentes;Chaussures;Chaussures;9247696;AGUARDIANI13;61034
bottines;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9470979;AS984;62165
chaussures de futsal;Sports spécifiques;Chaussures de Sport;Chaussures;Chaussures;9408465;PDORO19;61830
combinaison;"Robes/combinaisons ";Vêtements d’une Pièce;Vêtements;Vêtements;10065760;BANBAT3;65749
foulard;"Écharpes/Cravates/Foulards ";Accessoires Vestimentaires;Vêtements;Vêtements;10473116;AZZARO45;64721
nœud papillon;"Écharpes/Cravates/Foulards ";Accessoires Vestimentaires;Vêtements;Vêtements;9720928;HACKETT25;63796
pantalon de sport 7/8;"Vêtements de Sport – Vêtements pour le Bas du Corps ";Vêtements de Sport;Vêtements;Vêtements;10484043;FREDDY9;67999
short de bain;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10080465;FACONNABLE43;60705
slip de bain;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10333708;BMOON39;67351
baskets;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;10023317;CAMPER34;65498
boxer de bain;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10333740;BMOON39;67351
casquette;Chapeaux/Casquettes/Bonnets;Accessoires Vestimentaires;Vêtements;Vêtements;10080029;FACONNABLE43;60705
ceinture;"Ceintures/Bretelles ";Accessoires Vestimentaires;Vêtements;Vêtements;10136954;AMORATO25;66140
chaussons;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;8922056;BABYBOTTE11;59670
coupe-vent;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10263619;CDSPORTS3;67015
salopette;"Robes/combinaisons ";Vêtements d’une Pièce;Vêtements;Vêtements;9638815;SSWAROVSKI2;63403
stilettos;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9247710;AGUARDIANI13;61034
débardeur;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10467779;IMPETUS22;67942
derbies à boucle;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;8869023;AUDLEY10;59368
legging;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10183878;BERSHKA34;66102
pantalon cargo;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10625418;BERSHKA35;68401
paréo;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10278272;JROBIN7;67115
robe longue;"Robes/combinaisons ";Vêtements d’une Pièce;Vêtements;Vêtements;10065888;BANBAT3;65749
